beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,aa_ratio,morph_index,qrs_width_ms,width_index,pause_index,pvc_score,morphology_score,is_pvc_candidate
0,0.033,,0.945,0.9420000000000002,,0.01804329772141352,0.9686126675319353,23.9999999999867,1.090909090859504,1.0031847133757958,0.0,,0
1,0.978,0.945,0.956,0.9420000000000002,1.0031847133757958,0.0175712511069444,0.9432719378327453,22.999999999987253,1.0454545454070248,1.0148619957537153,0.0,0.9969938861301322,0
2,1.934,0.956,0.9549999999999998,0.9420000000000002,1.0148619957537153,0.01768407062046887,0.949328392236582,21.999999999987807,0.9999999999545455,1.0138004246284498,0.0,0.9979303954192107,0
3,2.889,0.9549999999999998,0.9280000000000004,0.9420000000000002,1.0138004246284498,0.01917523489920338,1.0293780944614266,20.99999999998836,0.9545454545020661,0.9851380042462847,0.0,0.9974544063765469,0
4,3.817,0.9280000000000004,0.96,0.9420000000000002,0.9851380042462847,0.018850584258627612,1.0119499763956892,19.999999999988916,0.9090909090495868,1.0191082802547768,0.0,0.9977454912277695,0
5,4.777,0.96,0.9639999999999995,0.9549999999999998,1.005235602094241,0.017998917627509967,0.9662302249316439,21.999999999987807,0.9999999999545455,1.009424083769633,0.0,0.9955695701825558,0
6,5.741,0.9639999999999995,0.9320000000000004,0.9554999999999999,1.0088958660387228,0.01790332573954148,0.9610985957234376,20.99999999998836,0.9545454545020661,0.9754055468341187,0.0,0.9980944580857403,0
7,6.673,0.9320000000000004,0.9639999999999995,0.9549999999999998,0.9759162303664927,0.019163465736662885,1.0287462942163175,21.999999999987807,0.9999999999545455,1.009424083769633,0.0,0.9977254645135356,0
8,7.637,0.9639999999999995,0.9630000000000001,0.9554999999999999,1.0088958660387228,0.01748282930716945,0.9385252182102927,21.999999999987807,0.9999999999545455,1.0078492935635794,0.0,0.9965205334107679,0
9,8.6,0.9630000000000001,0.9540000000000006,0.956,1.0073221757322177,0.01770593371215724,0.9505020617003206,20.99999999998836,0.9545454545020661,0.9979079497907957,0.0,0.99838106995852,0
10,9.554,0.9540000000000006,0.9350000000000005,0.9554999999999999,0.9984301412872849,0.01892684767447034,1.0160440013236742,19.999999999988916,0.9090909090495868,0.9785452642595506,0.0,0.994333368470286,0
11,10.489,0.9350000000000005,0.956999999999999,0.9554999999999999,0.9785452642595506,0.019461765737466167,1.0447598391881958,20.99999999998836,0.9545454545020661,1.0015698587127149,0.0,0.9966681393296449,0
12,11.446,0.956999999999999,0.9260000000000002,0.9559999999999994,1.001046025104602,0.018325072235812232,0.9837390800230591,21.999999999987807,0.9999999999545455,0.9686192468619255,0.0,0.9980927894788107,0
13,12.372,0.9260000000000002,0.8800000000000008,0.9554999999999998,0.9691261119832553,0.01858029495811972,0.9974401210237643,21.999999999987807,0.9999999999545455,0.9209837781266362,0.0,0.9961263920656265,0
14,13.252,0.8800000000000008,0.9179999999999993,0.9554999999999998,0.9209837781266362,0.019115215521435993,1.026156093112201,20.99999999998836,0.9545454545020661,0.960753532182103,0.0,0.9925052924075477,0
15,14.17,0.9179999999999993,0.44700000000000095,0.9445000000000006,0.9719428268925344,0.017553700943648894,0.9423297979452508,21.999999999987807,0.9999999999545455,0.4732662784542093,0.0,0.99394504096632,0
16,14.617,0.44700000000000095,1.3059999999999992,0.9335000000000004,0.4788430637386189,0.039350896486561246,2.1124617796660257,56.99999999996841,2.5909090907913224,1.3990358864488468,1.0,0.6632430277364044,1
17,15.923,1.3059999999999992,0.8879999999999999,0.9445000000000006,1.3827421916357845,0.01919194683688433,1.0302752361473149,21.999999999987807,0.9999999999545455,0.9401799894123869,0.0,0.9971366848823878,0
18,16.811,0.8879999999999999,0.8999999999999986,0.9305000000000003,0.9543256313809775,0.01895648325031056,1.0176349186056282,19.999999999988916,0.9090909090495868,0.9672219236969353,0.0,0.9957106069322639,0
19,17.711,0.8999999999999986,0.4480000000000004,0.9219999999999997,0.9761388286334044,0.01756237143305787,0.9427952530967928,21.999999999987807,0.9999999999545455,0.4859002169197403,0.0,0.9968579849403593,0
20,18.159,0.4480000000000004,1.2759999999999998,0.9089999999999989,0.4928492849284939,0.03649216005087828,1.9589971321558652,56.99999999996841,2.5909090907913224,1.4037403740374053,1.0,0.6624952508478072,1
21,19.435,1.2759999999999998,0.8640000000000008,0.9089999999999989,1.4037403740374053,0.01832925280970513,0.9839635044543762,22.999999999987253,1.0454545454070248,0.9504950495049524,0.0,0.9919935162397081,0
22,20.299,0.8640000000000008,0.902000000000001,0.8939999999999992,0.9664429530201359,0.020040077260675544,1.0758051545074403,19.999999999988916,0.9090909090495868,1.0089485458612995,0.0,0.9944020201809121,0
23,21.201,0.902000000000001,0.9319999999999986,0.8939999999999992,1.0089485458612995,0.018603235602722323,0.9986716364211441,22.999999999987253,1.0454545454070248,1.0425055928411626,0.0,0.9922834030673318,0
24,22.133,0.9319999999999986,0.9849999999999994,0.9009999999999998,1.0344062153163138,0.01768224561127791,0.9492304208431028,19.999999999988916,0.9090909090495868,1.0932297447280794,0.0,0.9963423853430196,0
25,23.118,0.9849999999999994,0.9590000000000032,0.9009999999999998,1.0932297447280794,0.01862929931772175,1.000070806622799,20.99999999998836,0.9545454545020661,1.0643729189789162,0.0,0.9656755557908409,0
26,24.077,0.9590000000000032,0.4399999999999977,0.9169999999999998,1.0458015267175609,0.017976005614292582,0.9650002465438972,20.99999999998836,0.9545454545020661,0.4798255179934545,0.0,0.9624268820732336,0
27,24.517,0.4399999999999977,1.3560000000000016,0.9009999999999998,0.4883462819089876,0.03591945369907303,1.9282527174873525,56.99999999996841,2.5909090907913224,1.504994450610435,1.0,0.6542444961017133,1
28,25.873,1.3560000000000016,0.9819999999999993,0.9169999999999998,1.4787350054525648,0.018096551171378723,0.9714714557103767,22.999999999987253,1.0454545454070248,1.0708833151581238,0.0,0.9951651007999585,0
29,26.855,0.9819999999999993,0.9179999999999993,0.9455000000000009,1.0386039132733986,0.020483350270777773,1.0996012398677386,35.99999999998005,1.6363636362892562,0.9709148598625049,0.0,0.9602996952368588,0
30,27.773,0.9179999999999993,0.9480000000000004,0.9455000000000009,0.9709148598625049,0.018427198880382502,0.989221512511323,23.9999999999867,1.090909090859504,1.0026441036488625,0.0,0.9959577341556698,0
31,28.721,0.9480000000000004,0.9430000000000014,0.9399999999999995,1.0085106382978732,0.018231296856348386,0.978704965868666,21.999999999987807,0.9999999999545455,1.0031914893617042,0.0,0.9988731963707773,0
32,29.664,0.9430000000000014,0.916999999999998,0.9455000000000009,0.9973558963511375,0.019381878317489803,1.040471267987948,20.99999999998836,0.9545454545020661,0.9698572184029584,0.0,0.997051674845633,0
33,30.581,0.916999999999998,0.940999999999999,0.9455000000000009,0.9698572184029584,0.01842256587984349,0.9889728006028872,23.9999999999867,1.090909090859504,0.9952406134320445,0.0,0.9961829251674587,0
34,31.522,0.940999999999999,0.9450000000000003,0.9455000000000009,0.9952406134320445,0.018106787226308676,0.9720209546225926,22.999999999987253,1.0454545454070248,0.9994711792702268,0.0,0.9950623870497601,0
35,32.467,0.9450000000000003,0.9329999999999998,0.9440000000000008,1.0010593220338977,0.017959299421150116,0.9641034132402587,20.99999999998836,0.9545454545020661,0.9883474576271176,0.0,0.9974492763294533,0
36,33.4,0.9329999999999998,0.919000000000004,0.9420000000000002,0.9904458598726111,0.018348138394417478,0.984977333349103,19.999999999988916,0.9090909090495868,0.9755838641189001,0.0,0.9963817669194526,0
37,34.319,0.919000000000004,0.9439999999999955,0.9420000000000002,0.9755838641189001,0.01857373969210248,0.9970882167432177,20.99999999998836,0.9545454545020661,1.002123142250526,0.0,0.9985754040833889,0
38,35.263,0.9439999999999955,0.42200000000000415,0.9420000000000002,1.002123142250526,0.017671563940512593,0.9486570000763761,21.999999999987807,0.9999999999545455,0.4479830148620001,0.0,0.9962229735432313,0
39,35.685,0.42200000000000415,1.2989999999999995,0.9369999999999994,0.45037353255069845,0.03755463190434803,2.0160334739630272,57.999999999967855,2.6363636362438014,1.386339381003202,1.0,0.6552774398284504,1
40,36.984,1.2989999999999995,0.8919999999999959,0.9420000000000002,1.3789808917197444,0.021397575692029224,1.1486793151551038,20.99999999998836,0.9545454545020661,0.9469214437367258,0.0,0.9920338782111374,0
41,37.876,0.8919999999999959,0.8950000000000031,0.9369999999999994,0.9519743863393773,0.01862797933334478,0.999999946317315,21.999999999987807,0.9999999999545455,0.9551760939167596,0.0,0.996893087417114,0
42,38.771,0.8950000000000031,0.4540000000000006,0.9260000000000019,0.9665226781857466,0.01758403611549283,0.943958271419084,21.999999999987807,0.9999999999545455,0.49028077753779664,0.0,0.9978768005998666,0
43,39.225,0.4540000000000006,1.2729999999999961,0.9260000000000019,0.49028077753779664,0.035072770734243836,1.8828005026107024,59.99999999996675,2.7272727271487605,1.3747300215982652,1.0,0.6518075737129083,1
44,40.498,1.2729999999999961,0.892000000000003,0.9260000000000019,1.3747300215982652,0.020141649347433378,1.0812578168433575,21.999999999987807,0.9999999999545455,0.963282937365012,0.0,0.9966917422818764,0
45,41.39,0.892000000000003,0.9009999999999962,0.9070000000000036,0.9834619625137812,0.018308454476418965,0.9828469940805202,20.99999999998836,0.9545454545020661,0.9933847850055046,0.0,0.9984202133386342,0
46,42.291,0.9009999999999962,0.9220000000000041,0.8979999999999997,1.0033407572383035,0.018332070843386904,0.9841147840687706,21.999999999987807,0.9999999999545455,1.0267260579064639,0.0,0.9970364496872492,0
47,43.213,0.9220000000000041,0.44599999999999795,0.8979999999999997,1.0267260579064639,0.01960667163065197,1.0525387766034568,21.999999999987807,0.9999999999545455,0.49665924276169054,0.0,0.9983388127105703,0
48,43.659,0.44599999999999795,1.3389999999999986,0.8935000000000031,0.4991606043648533,0.034565361959361676,1.855561437193939,60.99999999996619,2.7727272726012395,1.4986010072747555,1.0,0.6675918988699538,1
49,44.998,1.3389999999999986,0.9590000000000032,0.8979999999999997,1.4910913140311794,0.01769129909644651,0.9497164362353564,22.999999999987253,1.0454545454070248,1.0679287305122533,0.0,0.9970999510885687,0
50,45.957,0.9590000000000032,0.9489999999999981,0.8979999999999997,1.0679287305122533,0.018901044018553758,1.0146587917918393,20.99999999998836,0.9545454545020661,1.0567928730512233,0.0,0.9966735095081105,0
51,46.906,0.9489999999999981,0.9359999999999999,0.9115000000000002,1.0411409764125046,0.018856665916661124,1.0122764561280424,21.999999999987807,0.9999999999545455,1.0268787712561709,0.0,0.9975311765009403,0
52,47.842,0.9359999999999999,0.9780000000000015,0.929000000000002,1.0075349838536038,0.018935290979770487,1.0164972606222697,22.999999999987253,1.0454545454070248,1.0527448869752416,0.0,0.9973754443750009,0
53,48.82,0.9780000000000015,0.9939999999999998,0.942499999999999,1.0376657824933715,0.017899133597704085,0.9608735502938001,21.999999999987807,0.9999999999545455,1.0546419098143245,0.0,0.9972721509567188,0
54,49.814,0.9939999999999998,0.9739999999999966,0.942499999999999,1.0546419098143245,0.018064445039224997,0.9697479123321258,21.999999999987807,0.9999999999545455,1.0334217506631276,0.0,0.9971654737517923,0
55,50.788,0.9739999999999966,0.9969999999999999,0.9540000000000006,1.020964360586998,0.019516704710713238,1.0477091107819996,21.999999999987807,0.9999999999545455,1.0450733752620538,0.0,0.9977393305113709,0
56,51.785,0.9969999999999999,0.49100000000000676,0.9664999999999999,1.0315571650284532,0.017399207700029385,0.9340361858168893,22.999999999987253,1.0454545454070248,0.5080186239006795,0.0,0.9971175232004486,0
57,52.276,0.49100000000000676,1.3159999999999954,0.9664999999999999,0.5080186239006795,0.04064136698851902,2.181737701095242,75.99999999995788,3.4545454543884295,1.3616140713916145,1.0,0.6479722456216808,1
58,53.592,1.3159999999999954,0.9250000000000043,0.9759999999999991,1.3483606557377015,0.01945829187979336,1.0445733531810901,21.999999999987807,0.9999999999545455,0.9477459016393495,0.0,0.9983332167577916,0
59,54.517,0.9250000000000043,0.9450000000000003,0.9664999999999999,0.9570615623383387,0.01927289769999116,1.0346208958301266,20.99999999998836,0.9545454545020661,0.9777547853078121,0.0,0.995840351809774,0
60,55.462,0.9450000000000003,0.9439999999999955,0.9614999999999974,0.982839313572546,0.018685303750958563,1.0030772749695882,21.999999999987807,0.9999999999545455,0.9817992719708769,0.0,0.9968629162614525,0
61,56.406,0.9439999999999955,0.9179999999999993,0.9594999999999985,0.9838457529963491,0.018652478943756677,1.0013151511851257,20.99999999998836,0.9545454545020661,0.9567483064095891,0.0,0.9974577596852173,0
62,57.324,0.9179999999999993,0.9299999999999997,0.9594999999999985,0.9567483064095891,0.01934130102163932,1.0382929697975722,36.999999999979494,1.6818181817417355,0.9692548202188652,0.0,0.9943239264058268,0
63,58.254,0.9299999999999997,0.9500000000000028,0.9444999999999979,0.9846479618845969,0.0181850144457066,0.9762204017981887,20.99999999998836,0.9545454545020661,1.0058231868713658,0.0,0.9981314663599822,0
64,59.204,0.9500000000000028,,0.9444999999999979,1.0058231868713658,0.018736644528077218,1.0058333857341433,21.999999999987807,0.9999999999545455,,0.0,0.9959008818542684,0
