beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,qrs_width_ms,is_pvc_candidate
0,0.04722222222222222,,0.8277777777777777,0.8000000000000114,,47.22222222222222,0
1,0.875,0.8277777777777777,0.8277777777777777,0.8000000000000114,1.0347222222222074,47.22222222222222,0
2,1.7027777777777777,0.8277777777777777,0.7972222222222223,0.8000000000000114,1.0347222222222074,50.0,0
3,2.5,0.7972222222222223,0.7944444444444443,0.8000000000000114,0.9965277777777637,50.0,0
4,3.2944444444444443,0.7944444444444443,0.8083333333333336,0.8000000000000114,0.9930555555555413,55.55555555555556,0
5,4.102777777777778,0.8083333333333336,0.7555555555555555,0.8000000000000114,1.0104166666666525,63.888888888888886,0
6,4.858333333333333,0.7555555555555555,0.8666666666666663,0.8000000000000114,0.944444444444431,77.77777777777777,0
7,5.725,0.8666666666666663,0.8305555555555557,0.8000000000000114,1.0833333333333175,50.0,0
8,6.555555555555555,0.8305555555555557,0.8055555555555554,0.8000000000000114,1.03819444444443,55.55555555555556,0
9,7.361111111111111,0.8055555555555554,0.8083333333333336,0.8000000000000114,1.00694444444443,75.0,0
10,8.169444444444444,0.8083333333333336,0.8055555555555554,0.8000000000000114,1.0104166666666525,50.0,0
11,8.975,0.8055555555555554,0.7750000000000004,0.8000000000000114,1.00694444444443,50.0,0
12,9.75,0.7750000000000004,0.7944444444444443,0.8000000000000114,0.9687499999999867,63.888888888888886,0
13,10.544444444444444,0.7944444444444443,0.8472222222222232,0.8000000000000114,0.9930555555555413,75.0,0
14,11.391666666666667,0.8472222222222232,0.8472222222222214,0.8000000000000114,1.059027777777764,38.888888888888886,0
15,12.238888888888889,0.8472222222222214,0.8222222222222229,0.8000000000000114,1.0590277777777617,47.22222222222222,0
16,13.061111111111112,0.8222222222222229,0.8138888888888882,0.8000000000000114,1.027777777777764,47.22222222222222,0
17,13.875,0.8138888888888882,0.7916666666666661,0.8000000000000114,1.0173611111110958,58.333333333333336,0
18,14.666666666666666,0.7916666666666661,0.8027777777777789,0.8000000000000114,0.9895833333333185,50.0,0
19,15.469444444444445,0.8027777777777789,0.8472222222222214,0.8000000000000114,1.0034722222222094,52.77777777777778,0
20,16.316666666666666,0.8472222222222214,0.7444444444444436,0.8000000000000114,1.0590277777777617,102.77777777777777,0
21,17.06111111111111,0.7444444444444436,0.8555555555555578,0.8000000000000114,0.9305555555555413,83.33333333333333,0
22,17.916666666666668,0.8555555555555578,0.8166666666666664,0.8000000000000114,1.0694444444444322,47.22222222222222,0
