beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,qrs_width_ms,is_pvc_candidate
0,0.19166666666666668,nan,0.06388888888888886,0.13888888888891415,nan,30.555555555555557,0
1,0.25555555555555554,0.06388888888888886,0.0,0.13888888888891415,0.4599999999999161,30.555555555555557,0
2,0.25555555555555554,0.0,0.0,0.13888888888891415,0.0,30.555555555555557,0
3,0.25555555555555554,0.0,0.9055555555555557,0.13888888888891415,0.0,30.555555555555557,0
4,1.1611111111111112,0.9055555555555557,0.016666666666666607,0.13888888888891415,6.519999999998815,113.88888888888889,0
5,1.1777777777777778,0.016666666666666607,1.5111111111111113,0.13888888888891415,0.11999999999997775,113.88888888888889,1
6,2.688888888888889,1.5111111111111113,0.0,0.13888888888891415,10.879999999998022,nan,0
7,2.688888888888889,0.0,0.0,0.13888888888891415,0.0,nan,0
8,2.688888888888889,0.0,1.1944444444444442,0.13888888888891415,0.0,nan,0
9,3.8833333333333333,1.1944444444444442,0.0,0.13888888888891415,8.599999999998435,133.33333333333334,0
10,3.8833333333333333,0.0,0.0,0.13888888888891415,0.0,133.33333333333334,1
11,3.8833333333333333,0.0,0.0,0.13888888888891415,0.0,133.33333333333334,1
12,3.8833333333333333,0.0,0.8611111111111112,0.13888888888891415,0.0,133.33333333333334,1
13,4.7444444444444445,0.8611111111111112,0.005555555555555536,0.13888888888891415,6.199999999998872,111.11111111111111,0
14,4.75,0.005555555555555536,0.2999999999999998,0.13888888888891415,0.03999999999999258,116.66666666666667,1
15,5.05,0.2999999999999998,1.5166666666666666,0.13888888888891415,2.159999999999606,nan,0
16,6.566666666666666,1.5166666666666666,0.0,0.13888888888891415,10.919999999998014,nan,0
17,6.566666666666666,0.0,2.211111111111112,0.13888888888891415,0.0,nan,0
18,8.777777777777779,2.211111111111112,0.09444444444444322,0.13888888888891415,15.919999999997112,152.77777777777777,0
19,8.872222222222222,0.09444444444444322,1.4666666666666668,0.13888888888891415,0.6799999999998675,94.44444444444444,0
20,10.338888888888889,1.4666666666666668,0.0,0.13888888888891415,10.55999999999808,nan,0
21,10.338888888888889,0.0,0.0,0.13888888888891415,0.0,nan,0
22,10.338888888888889,0.0,1.1111111111111107,0.13888888888891415,0.0,nan,0
23,11.45,1.1111111111111107,0.0,0.13888888888891415,7.999999999998542,175.0,0
24,11.45,0.0,0.08333333333333393,0.13888888888891415,0.0,175.0,1
25,11.533333333333333,0.08333333333333393,0.9388888888888882,0.13888888888891415,0.5999999999998952,144.44444444444446,1
26,12.472222222222221,0.9388888888888882,0.0,0.13888888888891415,6.759999999998765,141.66666666666666,0
27,12.472222222222221,0.0,0.094444444444445,0.13888888888891415,0.0,141.66666666666666,1
28,12.566666666666666,0.094444444444445,1.6166666666666671,0.13888888888891415,0.6799999999998803,83.33333333333333,0
29,14.183333333333334,1.6166666666666671,0.033333333333333215,0.13888888888891415,11.639999999997887,nan,0
30,14.216666666666667,0.033333333333333215,1.0500000000000007,0.13888888888891415,0.2399999999999555,nan,0
31,15.266666666666667,1.0500000000000007,0.0,0.13888888888891415,7.55999999999863,147.22222222222223,0
32,15.266666666666667,0.0,0.07222222222222108,0.13888888888891415,0.0,147.22222222222223,1
33,15.338888888888889,0.07222222222222108,0.9444444444444464,0.13888888888891415,0.5199999999998972,127.77777777777777,1
34,16.283333333333335,0.9444444444444464,0.0,0.13888888888891415,6.799999999998778,136.11111111111111,0
35,16.283333333333335,0.0,0.08888888888888857,0.13888888888891415,0.0,136.11111111111111,1
36,16.372222222222224,0.08888888888888857,1.4111111111111114,0.13888888888891415,0.6399999999998813,105.55555555555556,1
37,17.783333333333335,1.4111111111111114,0.0,0.13888888888891415,10.159999999998155,nan,0
38,17.783333333333335,0.0,0.0,0.13888888888891415,0.0,nan,0
39,17.783333333333335,0.0,1.18333333333333,0.13888888888891415,0.0,nan,0
40,18.966666666666665,1.18333333333333,0.07777777777777928,0.13888888888891415,8.519999999998426,158.33333333333334,0
41,19.044444444444444,0.07777777777777928,0.9888888888888907,0.13888888888891415,0.5599999999999089,150.0,1
42,20.033333333333335,0.9888888888888907,0.0,0.13888888888891415,7.119999999998718,136.11111111111111,0
43,20.033333333333335,0.0,0.0722222222222193,0.13888888888891415,0.0,136.11111111111111,1
44,20.105555555555554,0.0722222222222193,1.4833333333333343,0.13888888888891415,0.5199999999998843,100.0,1
45,21.58888888888889,1.4833333333333343,0.0,0.13888888888891415,10.679999999998063,nan,0
46,21.58888888888889,0.0,1.1833333333333336,0.13888888888891415,0.0,nan,0
47,22.772222222222222,1.1833333333333336,0.0,0.13888888888891415,8.519999999998452,138.88888888888889,0
48,22.772222222222222,0.0,0.0,0.13888888888891415,0.0,138.88888888888889,1
49,22.772222222222222,0.0,0.0,0.13888888888891415,0.0,138.88888888888889,1
50,22.772222222222222,0.0,0.9277777777777771,0.13888888888891415,0.0,138.88888888888889,1
51,23.7,0.9277777777777771,0.0,0.13888888888891415,6.67999999999878,147.22222222222223,0
52,23.7,0.0,0.0833333333333357,0.13888888888891415,0.0,147.22222222222223,1
53,23.783333333333335,0.0833333333333357,1.5777777777777757,0.13888888888891415,0.5999999999999079,88.88888888888889,0
54,25.36111111111111,1.5777777777777757,1.1222222222222236,0.13888888888891415,11.35999999999792,nan,0
55,26.483333333333334,1.1222222222222236,0.0,0.13888888888891415,8.07999999999854,144.44444444444446,0
56,26.483333333333334,0.0,0.0,0.13888888888891415,0.0,144.44444444444446,1
57,26.483333333333334,0.0,0.9888888888888872,0.13888888888891415,0.0,144.44444444444446,1
58,27.47222222222222,0.9888888888888872,0.0,0.13888888888891415,7.119999999998693,158.33333333333334,0
59,27.47222222222222,0.0,0.07777777777777928,0.13888888888891415,0.0,158.33333333333334,1
