beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,qrs_width_ms,is_pvc_candidate
0,0.32222222222222224,,0.8166666666666667,0.8250000000000313,,94.44444444444444,0
1,1.1388888888888888,0.8166666666666667,0.7972222222222223,0.8250000000000313,0.9898989898989524,88.88888888888889,0
2,1.9361111111111111,0.7972222222222223,0.8111111111111111,0.8250000000000313,0.9663299663299297,83.33333333333333,0
3,2.7472222222222222,0.8111111111111111,0.8777777777777778,0.8250000000000313,0.9831649831649459,83.33333333333333,0
4,3.625,0.8777777777777778,0.8583333333333334,0.8250000000000313,1.0639730639730236,91.66666666666667,0
5,4.483333333333333,0.8583333333333334,0.8250000000000002,0.8250000000000313,1.0404040404040011,86.11111111111111,0
6,5.308333333333334,0.8250000000000002,0.8083333333333327,0.8250000000000313,0.9999999999999624,86.11111111111111,0
7,6.116666666666666,0.8083333333333327,0.7972222222222225,0.8250000000000313,0.9797979797979419,83.33333333333333,0
8,6.913888888888889,0.7972222222222225,0.8694444444444445,0.8250000000000313,0.9663299663299301,86.11111111111111,0
9,7.783333333333333,0.8694444444444445,0.7527777777777782,0.8250000000000313,1.0538720538720139,102.77777777777777,0
10,8.536111111111111,0.7527777777777782,0.8333333333333321,0.8250000000000313,0.9124579124578784,94.44444444444444,0
11,9.369444444444444,0.8333333333333321,0.8861111111111128,0.8250000000000313,1.0101010101009704,88.88888888888889,0
12,10.255555555555556,0.8861111111111128,0.8499999999999996,0.8250000000000313,1.0740740740740355,88.88888888888889,0
13,11.105555555555556,0.8499999999999996,0.8083333333333336,0.8250000000000313,1.0303030303029908,86.11111111111111,0
14,11.91388888888889,0.8083333333333336,0.8055555555555554,0.8250000000000313,0.9797979797979429,77.77777777777777,0
15,12.719444444444445,0.8055555555555554,0.7972222222222225,0.8250000000000313,0.9764309764309392,77.77777777777777,0
16,13.516666666666667,0.7972222222222225,0.8277777777777775,0.8250000000000313,0.9663299663299301,91.66666666666667,0
17,14.344444444444445,0.8277777777777775,0.8388888888888886,0.8250000000000313,1.003367003366965,91.66666666666667,0
18,15.183333333333334,0.8388888888888886,0.8388888888888886,0.8250000000000313,1.016835016834978,86.11111111111111,0
19,16.022222222222222,0.8388888888888886,0.8777777777777764,0.8250000000000313,1.016835016834978,86.11111111111111,0
20,16.9,0.8777777777777764,0.8250000000000028,0.8250000000000313,1.063973063973022,83.33333333333333,0
21,17.725,0.8250000000000028,0.7888888888888879,0.8250000000000313,0.9999999999999656,83.33333333333333,0
22,18.51388888888889,0.7888888888888879,0.7944444444444443,0.8250000000000313,0.9562289562289188,80.55555555555556,0
23,19.308333333333334,0.7944444444444443,0.8083333333333336,0.8250000000000313,0.9629629629629263,80.55555555555556,0
24,20.116666666666667,0.8083333333333336,0.8527777777777779,0.8250000000000313,0.9797979797979429,80.55555555555556,0
25,20.969444444444445,0.8527777777777779,0.8555555555555543,0.8250000000000313,1.0336700336699947,88.88888888888889,0
26,21.825,0.8555555555555543,0.8416666666666686,0.8250000000000313,1.0370370370369961,91.66666666666667,0
27,22.666666666666668,0.8416666666666686,0.8694444444444436,0.8250000000000313,1.020202020201984,108.33333333333333,0
28,23.53611111111111,0.8694444444444436,0.8083333333333336,0.8250000000000313,1.053872053872013,91.66666666666667,0
29,24.344444444444445,0.8083333333333336,0.7749999999999986,0.8250000000000313,0.9797979797979429,83.33333333333333,0
30,25.119444444444444,0.7749999999999986,0.8055555555555571,0.8250000000000313,0.939393939393902,80.55555555555556,0
31,25.925,0.8055555555555571,0.8277777777777757,0.8250000000000313,0.9764309764309413,77.77777777777777,0
32,26.752777777777776,0.8277777777777757,0.8583333333333343,0.8250000000000313,1.0033670033669628,86.11111111111111,0
33,27.61111111111111,0.8583333333333343,0.8472222222222214,0.8250000000000313,1.040404040404002,83.33333333333333,0
34,28.458333333333332,0.8472222222222214,0.8277777777777793,0.8250000000000313,1.026936026935987,77.77777777777777,0
35,29.28611111111111,0.8277777777777793,0.8388888888888886,0.8250000000000313,1.0033670033669673,88.88888888888889,0
36,30.125,0.8388888888888886,0.8500000000000014,0.8250000000000313,1.016835016834978,88.88888888888889,0
37,30.975,0.8500000000000014,0.7305555555555543,0.8250000000000313,1.030303030302993,100.0,0
38,31.705555555555556,0.7305555555555543,0.8222222222222229,0.8250000000000313,0.8855218855218504,83.33333333333333,0
39,32.52777777777778,0.8222222222222229,0.8555555555555543,0.8250000000000313,0.9966329966329597,86.11111111111111,0
40,33.38333333333333,0.8555555555555543,0.8694444444444471,0.8250000000000313,1.0370370370369961,83.33333333333333,0
41,34.25277777777778,0.8694444444444471,0.8388888888888886,0.8250000000000313,1.0538720538720172,83.33333333333333,0
42,35.09166666666667,0.8388888888888886,0.8166666666666629,0.8250000000000313,1.016835016834978,86.11111111111111,0
43,35.90833333333333,0.8166666666666629,0.8222222222222229,0.8250000000000313,0.9898989898989478,88.88888888888889,0
44,36.730555555555554,0.8222222222222229,0.8000000000000043,0.8250000000000313,0.9966329966329597,88.88888888888889,0
45,37.53055555555556,0.8000000000000043,0.7944444444444443,0.8250000000000313,0.9696969696969381,100.0,0
46,38.325,0.7944444444444443,0.8361111111111086,0.8250000000000313,0.9629629629629263,86.11111111111111,0
47,39.16111111111111,0.8361111111111086,0.8638888888888872,0.8250000000000313,1.013468013467972,80.55555555555556,0
48,40.025,0.8638888888888872,0.8583333333333343,0.8250000000000313,1.0471380471380054,91.66666666666667,0
49,40.88333333333333,0.8583333333333343,0.8194444444444429,0.8250000000000313,1.040404040404002,83.33333333333333,0
50,41.702777777777776,0.8194444444444429,0.8000000000000043,0.8250000000000313,0.9932659932659537,86.11111111111111,0
51,42.50277777777778,0.8000000000000043,0.8833333333333329,0.8250000000000313,0.9696969696969381,91.66666666666667,0
52,43.38611111111111,0.8833333333333329,0.7527777777777729,0.8250000000000313,1.0707070707070296,105.55555555555556,0
53,44.138888888888886,0.7527777777777729,0.81666666666667,0.8250000000000313,0.912457912457872,86.11111111111111,0
