beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,qrs_width_ms,is_pvc_candidate
0,0.4722222222222222,,1.1472222222222221,1.0111111111111057,,36.111111111111114,0
1,1.6194444444444445,1.1472222222222221,1.0638888888888887,1.0111111111111057,1.1346153846153906,36.111111111111114,0
2,2.683333333333333,1.0638888888888887,1.0,1.0111111111111057,1.0521978021978076,33.333333333333336,0
3,3.683333333333333,1.0,1.0500000000000003,1.0111111111111057,0.9890109890109943,36.111111111111114,0
4,4.733333333333333,1.0500000000000003,1.083333333333333,1.0111111111111057,1.0384615384615443,36.111111111111114,0
5,5.816666666666666,1.083333333333333,1.1583333333333332,1.0111111111111057,1.0714285714285767,38.888888888888886,0
6,6.975,1.1583333333333332,1.0055555555555555,1.0111111111111057,1.1456043956044015,33.333333333333336,0
7,7.980555555555555,1.0055555555555555,1.0499999999999998,1.0111111111111057,0.9945054945054997,33.333333333333336,0
8,9.030555555555555,1.0499999999999998,1.0972222222222232,1.0111111111111057,1.0384615384615439,36.111111111111114,0
9,10.127777777777778,1.0972222222222232,1.0277777777777768,1.0111111111111057,1.085164835164842,36.111111111111114,0
10,11.155555555555555,1.0277777777777768,0.9305555555555554,1.0111111111111057,1.0164835164835209,36.111111111111114,0
11,12.08611111111111,0.9305555555555554,0.969444444444445,1.0111111111111057,0.920329670329675,36.111111111111114,0
12,13.055555555555555,0.969444444444445,1.0694444444444446,1.0111111111111057,0.9587912087912144,33.333333333333336,0
13,14.125,1.0694444444444446,1.0222222222222221,1.0111111111111057,1.0576923076923135,33.333333333333336,0
14,15.147222222222222,1.0222222222222221,0.8888888888888893,1.0111111111111057,1.0109890109890163,33.333333333333336,0
15,16.03611111111111,0.8888888888888893,1.0555555555555536,1.0111111111111057,0.8791208791208842,33.333333333333336,0
16,17.091666666666665,1.0555555555555536,1.2000000000000028,1.0111111111111057,1.0439560439560476,33.333333333333336,0
17,18.291666666666668,1.2000000000000028,1.091666666666665,1.0111111111111057,1.186813186813196,38.888888888888886,0
18,19.383333333333333,1.091666666666665,0.9750000000000014,1.0111111111111057,1.0796703296703338,33.333333333333336,0
19,20.358333333333334,0.9750000000000014,1.1138888888888872,1.0111111111111057,0.9642857142857209,36.111111111111114,0
20,21.47222222222222,1.1138888888888872,1.0749999999999993,1.0111111111111057,1.1016483516483557,36.111111111111114,0
21,22.54722222222222,1.0749999999999993,0.29166666666666785,1.0111111111111057,1.063186813186818,33.333333333333336,0
22,22.83888888888889,0.29166666666666785,0.6361111111111128,1.0111111111111057,0.28846153846154116,88.88888888888889,0
23,23.475,0.6361111111111128,0.5361111111111114,1.0111111111111057,0.6291208791208842,36.111111111111114,0
24,24.011111111111113,0.5361111111111114,1.1194444444444436,1.0111111111111057,0.5302197802197833,38.888888888888886,0
25,25.130555555555556,1.1194444444444436,1.125,1.0111111111111057,1.107142857142862,33.333333333333336,0
26,26.255555555555556,1.125,1.0472222222222207,1.0111111111111057,1.1126373626373685,36.111111111111114,0
27,27.302777777777777,1.0472222222222207,1.0222222222222221,1.0111111111111057,1.0357142857142898,36.111111111111114,0
28,28.325,1.0222222222222221,1.0555555555555571,1.0111111111111057,1.0109890109890163,33.333333333333336,0
29,29.380555555555556,1.0555555555555571,1.1444444444444422,1.0111111111111057,1.0439560439560511,36.111111111111114,0
30,30.525,1.1444444444444422,1.097222222222225,1.0111111111111057,1.1318681318681356,36.111111111111114,0
31,31.622222222222224,1.097222222222225,0.9944444444444436,1.0111111111111057,1.0851648351648437,36.111111111111114,0
32,32.61666666666667,0.9944444444444436,1.0472222222222243,1.0111111111111057,0.9835164835164879,36.111111111111114,0
33,33.66388888888889,1.0472222222222243,1.0416666666666643,1.0111111111111057,1.0357142857142931,36.111111111111114,0
34,34.705555555555556,1.0416666666666643,1.0527777777777771,1.0111111111111057,1.0302197802197834,33.333333333333336,0
35,35.75833333333333,1.0527777777777771,1.0166666666666657,1.0111111111111057,1.0412087912087962,36.111111111111114,0
36,36.775,1.0166666666666657,1.0277777777777786,1.0111111111111057,1.00549450549451,33.333333333333336,0
37,37.80277777777778,1.0277777777777786,1.0333333333333314,1.0111111111111057,1.0164835164835226,36.111111111111114,0
38,38.83611111111111,1.0333333333333314,1.06944444444445,1.0111111111111057,1.0219780219780255,36.111111111111114,0
39,39.90555555555556,1.06944444444445,0.9277777777777771,1.0111111111111057,1.0576923076923188,33.333333333333336,0
40,40.833333333333336,0.9277777777777771,0.9749999999999943,1.0111111111111057,0.9175824175824219,33.333333333333336,0
41,41.80833333333333,0.9749999999999943,1.1388888888888928,1.0111111111111057,0.9642857142857137,36.111111111111114,0
42,42.94722222222222,1.1388888888888928,1.0388888888888914,1.0111111111111057,1.1263736263736364,33.333333333333336,0
43,43.986111111111114,1.0388888888888914,0.9138888888888843,1.0111111111111057,1.0274725274725354,33.333333333333336,0
44,44.9,0.9138888888888843,0.9944444444444471,1.0111111111111057,0.9038461538461541,36.111111111111114,0
45,45.894444444444446,0.9944444444444471,1.0527777777777771,1.0111111111111057,0.9835164835164913,36.111111111111114,0
46,46.94722222222222,1.0527777777777771,1.0805555555555557,1.0111111111111057,1.0412087912087962,36.111111111111114,0
47,48.02777777777778,1.0805555555555557,0.9916666666666671,1.0111111111111057,1.0686813186813244,33.333333333333336,0
48,49.019444444444446,0.9916666666666671,1.0194444444444457,1.0111111111111057,0.9807692307692365,36.111111111111114,0
49,50.03888888888889,1.0194444444444457,1.05555555555555,1.0111111111111057,1.0082417582417649,33.333333333333336,0
50,51.09444444444444,1.05555555555555,1.0527777777777843,1.0111111111111057,1.043956043956044,33.333333333333336,0
51,52.147222222222226,1.0527777777777843,0.9444444444444429,1.0111111111111057,1.041208791208803,36.111111111111114,0
