beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,qrs_width_ms,pvc_score,is_pvc_candidate
0,0.5527777777777778,,0.8166666666666667,0.8333333333332575,,77.77777777777777,0.08631910845910486,0
1,1.3694444444444445,0.8166666666666667,0.8694444444444445,0.8333333333332575,0.9800000000000891,75.0,0.39090939429997223,0
2,2.238888888888889,0.8694444444444445,0.8861111111111111,0.8333333333332575,1.0433333333334283,75.0,0.31692521031756,0
3,3.125,0.8861111111111111,0.8527777777777779,0.8333333333332575,1.06333333333343,75.0,0.2953350337826887,0
4,3.977777777777778,0.8527777777777779,0.8416666666666668,0.8333333333332575,1.0233333333334265,77.77777777777777,0.34819690864158365,0
5,4.819444444444445,0.8416666666666668,0.8111111111111109,0.8333333333332575,1.010000000000092,58.333333333333336,0.31541642440876366,0
6,5.6305555555555555,0.8111111111111109,0.8111111111111109,0.8333333333332575,0.9733333333334216,80.55555555555556,0.4169875266724683,0
7,6.441666666666666,0.8111111111111109,0.8416666666666668,0.8333333333332575,0.9733333333334216,80.55555555555556,0.4169875266724683,0
8,7.283333333333333,0.8416666666666668,0.8305555555555557,0.8333333333332575,1.010000000000092,80.55555555555556,0.37296406913356284,0
9,8.113888888888889,0.8305555555555557,0.8555555555555561,0.8333333333332575,0.9966666666667575,75.0,0.3708128417965785,0
10,8.969444444444445,0.8555555555555561,0.8583333333333325,0.8333333333332575,1.0266666666667608,77.77777777777777,0.3443742719592136,0
11,9.827777777777778,0.8583333333333325,0.8694444444444454,0.8333333333332575,1.0300000000000926,75.0,0.3318719696849934,0
12,10.697222222222223,0.8694444444444454,0.8222222222222211,0.8333333333332575,1.0433333333334294,80.55555555555556,0.33488782926795396,0
13,11.519444444444444,0.8222222222222211,0.7861111111111114,0.8333333333332575,0.9866666666667551,80.55555555555556,0.40079621379162755,0
14,12.305555555555555,0.7861111111111114,0.7888888888888896,0.8333333333332575,0.9433333333334195,83.33333333333333,0.4635274286344801,0
15,13.094444444444445,0.7888888888888896,0.8416666666666668,0.8333333333332575,0.9466666666667537,80.55555555555556,0.4496720252652018,0
16,13.936111111111112,0.8416666666666668,0.8694444444444436,0.8333333333332575,1.010000000000092,80.55555555555556,0.37296406913356284,0
17,14.805555555555555,0.8694444444444436,0.9111111111111114,0.8333333333332575,1.0433333333334271,75.0,0.31692521031756127,0
18,15.716666666666667,0.9111111111111114,0.8416666666666668,0.8333333333332575,1.0933333333334332,75.0,0.26507126484112864,0
19,16.558333333333334,0.8416666666666668,0.8166666666666664,0.8333333333332575,1.010000000000092,80.55555555555556,0.37296406913356284,0
20,17.375,0.8166666666666664,0.8027777777777771,0.8333333333332575,0.9800000000000888,80.55555555555556,0.4088720132503678,0
21,18.177777777777777,0.8027777777777771,0.8416666666666686,0.8333333333332575,0.9633333333334202,80.55555555555556,0.4292163113696018,0
22,19.019444444444446,0.8416666666666686,0.8249999999999993,0.8333333333332575,1.0100000000000942,80.55555555555556,0.3729640691335603,0
23,19.844444444444445,0.8249999999999993,0.8666666666666671,0.8333333333332575,0.9900000000000891,72.22222222222223,0.3707022216736582,0
24,20.711111111111112,0.8666666666666671,0.8666666666666671,0.8333333333332575,1.040000000000095,75.0,0.3206228474904322,0
