beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,aa_ratio,morph_index,qrs_width_ms,width_index,pause_index,pvc_score,morphology_score,is_pvc_candidate
0,0.5472222222222223,,0.8083333333333333,0.8500000000001364,,0.03354827047616486,0.9339849021626142,38.888888888888886,0.4999999999935714,0.9509803921567102,0.0,0.9927381432246214,0
1,1.3555555555555556,0.8083333333333333,0.8722222222222222,0.8500000000001364,0.9509803921567102,0.03867806289344927,1.07679848393506,86.11111111111111,1.1071428571286226,1.0261437908495086,0.0,0.9937487284854336,0
2,2.227777777777778,0.8722222222222222,0.8999999999999999,0.8500000000001364,1.0261437908495086,0.03511436113433293,0.9775849152001298,83.33333333333333,1.071428571414796,1.0588235294115946,0.0,0.9959812581334688,0
3,3.1277777777777778,0.8999999999999999,0.8416666666666668,0.8500000000001364,1.0588235294115946,0.03496539154381738,0.9734375971283464,50.0,0.6428571428488776,0.9901960784312137,0.0,0.9935465756742068,0
4,3.9694444444444446,0.8416666666666668,0.858333333333333,0.8500000000001364,0.9901960784312137,0.04076573045952354,1.13491921444584,91.66666666666667,1.1785714285562756,1.0098039215684649,0.0,0.9902657452232296,0
5,4.8277777777777775,0.858333333333333,0.8361111111111112,0.8500000000001364,1.0098039215684649,0.03827286920087428,1.0655178788265063,80.55555555555556,1.0357142857009694,0.9836601307187965,0.0,0.9971008865048376,0
6,5.663888888888889,0.8361111111111112,0.844444444444445,0.8500000000001364,0.9836601307187965,0.03493159076183291,0.9724965822978736,75.0,0.9642857142733163,0.9934640522874228,0.0,0.9949867030055837,0
7,6.508333333333334,0.844444444444445,0.822222222222222,0.8500000000001364,0.9934640522874228,0.036142998554998265,1.0062222132505163,77.77777777777777,0.9999999999871428,0.967320261437753,0.0,0.9984140849135918,0
8,7.330555555555556,0.822222222222222,0.8916666666666657,0.8500000000001364,0.967320261437753,0.03648247177388074,1.0156731583104126,86.11111111111111,1.1071428571286226,1.0490196078429679,0.0,0.9967191332803698,0
9,8.222222222222221,0.8916666666666657,0.8805555555555564,0.8500000000001364,1.0490196078429679,0.036415343690166475,1.013804310354606,86.11111111111111,1.1071428571286226,1.0359477124181353,0.0,0.9951445035592844,0
10,9.102777777777778,0.8805555555555564,0.8361111111111104,0.8500000000001364,1.0359477124181353,0.03524212538914488,0.981141876060905,77.77777777777777,0.9999999999871428,0.9836601307187955,0.0,0.9980561445017461,0
11,9.938888888888888,0.8361111111111104,0.8555555555555561,0.8500000000001364,0.9836601307187955,0.03695927608662302,1.0289474053302017,83.33333333333333,1.071428571414796,1.0065359477122573,0.0,0.9985346673213922,0
12,10.794444444444444,0.8555555555555561,0.8555555555555561,0.8500000000001364,1.0065359477122573,0.034647368081970185,0.9645838139769974,80.55555555555556,1.0357142857009694,1.0065359477122573,0.0,0.9981284879081185,0
13,11.65,0.8555555555555561,0.8305555555555557,0.8500000000001364,1.0065359477122573,0.033582094210873596,0.9349265559976503,77.77777777777777,0.9999999999871428,0.9771241830063793,0.0,0.99541094677186,0
14,12.480555555555556,0.8305555555555557,0.81111111111111,0.8500000000001364,0.9771241830063793,0.0336552356405862,0.9369628156946351,41.666666666666664,0.535714285707398,0.9542483660129174,0.0,0.9944472598625422,0
15,13.291666666666666,0.81111111111111,0.875,0.8500000000001364,0.9542483660129174,0.036859842229107216,1.02617916361862,83.33333333333333,1.071428571414796,1.029411764705717,0.0,0.9982861597957937,0
16,14.166666666666666,0.875,0.8805555555555564,0.8500000000001364,1.029411764705717,0.036731281663920035,1.022600033452025,80.55555555555556,1.0357142857009694,1.0359477124181353,0.0,0.9980543641832731,0
17,15.047222222222222,0.8805555555555564,0.8527777777777779,0.8500000000001364,1.0359477124181353,0.03522249455807561,0.9805953531082945,80.55555555555556,1.0357142857009694,1.0032679738560482,0.0,0.9969966267565611,0
18,15.9,0.8527777777777779,0.8861111111111111,0.8500000000001364,1.0032679738560482,0.03505600082435383,0.9759601623400759,75.0,0.9642857142733163,1.0424836601305516,0.0,0.9974467875869386,0
19,16.78611111111111,0.8861111111111111,0.8305555555555557,0.8500000000001364,1.0424836601305516,0.03411489801429699,0.9497598305941999,80.55555555555556,1.0357142857009694,0.9771241830063793,0.0,0.996773859885309,0
20,17.616666666666667,0.8305555555555557,0.8194444444444429,0.8500000000001364,0.9771241830063793,0.03681034830753553,1.024801251289887,83.33333333333333,1.071428571414796,0.9640522875815427,0.0,0.9967925950603074,0
21,18.43611111111111,0.8194444444444429,0.8222222222222229,0.8500000000001364,0.9640522875815427,0.035475926690655,0.9876509116271815,77.77777777777777,0.9999999999871428,0.967320261437754,0.0,0.9983909395847124,0
22,19.258333333333333,0.8222222222222229,0.908333333333335,0.8500000000001364,0.967320261437754,0.035474771481970896,0.9876187505811875,83.33333333333333,1.071428571414796,1.0686274509802225,0.0,0.998404257719924,0
23,20.166666666666668,0.908333333333335,0.8805555555555529,0.8500000000001364,1.0686274509802225,0.03432589184540907,0.9556339054693307,80.55555555555556,1.0357142857009694,1.0359477124181313,0.0,0.996336910068895,0
24,21.04722222222222,0.8805555555555529,0.8500000000000014,0.8500000000001364,1.0359477124181313,0.03519695110961449,0.9798842227020698,83.33333333333333,1.071428571414796,0.9999999999998411,0.0,0.9953520869638675,0
25,21.897222222222222,0.8500000000000014,0.8638888888888907,0.8500000000001364,0.9999999999998411,0.0331435384304877,0.922717149318174,41.666666666666664,0.535714285707398,1.0163398692808847,0.0,0.9931205541093899,0
26,22.761111111111113,0.8638888888888907,0.8444444444444414,0.8500000000001364,1.0163398692808847,0.038162206490307216,1.0624370254938298,83.33333333333333,1.071428571414796,0.9934640522874187,0.0,0.9983957335297666,0
27,23.605555555555554,0.8444444444444414,0.8416666666666686,0.8500000000001364,0.9934640522874187,0.03791428085781437,1.0555347681100415,83.33333333333333,1.071428571414796,0.9901960784312158,0.0,0.9980201672602128,0
28,24.447222222222223,0.8416666666666686,0.8388888888888886,0.8500000000001364,0.9901960784312158,0.036123878870474614,1.0056899206337662,80.55555555555556,1.0357142857009694,0.9869281045750046,0.0,0.998763920276279,0
29,25.28611111111111,0.8388888888888886,0.8861111111111093,0.8500000000001364,0.9869281045750046,0.03689336638751467,1.0271124772400335,86.11111111111111,1.1071428571286226,1.0424836601305496,0.0,0.9988432657281465,0
30,26.17222222222222,0.8861111111111093,0.8611111111111143,0.8500000000001364,1.0424836601305496,0.03685930351474617,1.0261641657939138,80.55555555555556,1.0357142857009694,1.0130718954246778,0.0,0.998805416026395,0
31,27.033333333333335,0.8611111111111143,0.8583333333333307,0.8500000000001364,1.0130718954246778,0.039385493460591184,1.096493373109997,88.88888888888889,1.142857142842449,1.0098039215684622,0.0,0.9954534162396409,0
32,27.891666666666666,0.8583333333333307,0.8888888888888893,0.8500000000001364,1.0098039215684622,0.039166806243453825,1.0904051141266504,80.55555555555556,1.0357142857009694,1.0457516339867607,0.0,0.9953042986193514,0
33,28.780555555555555,0.8888888888888893,0.8555555555555578,0.8500000000001364,1.0457516339867607,0.035552596911837556,0.9897854129893561,80.55555555555556,1.0357142857009694,1.0065359477122595,0.0,0.9981729599856015,0
34,29.636111111111113,0.8555555555555578,0.8333333333333321,0.8500000000001364,1.0065359477122595,0.035631655879283616,0.99198641712242,80.55555555555556,1.0357142857009694,0.9803921568625864,0.0,0.9973566640490823,0
35,30.469444444444445,0.8333333333333321,0.8472222222222214,0.8500000000001364,0.9803921568625864,0.035915741787052737,0.9998953777039209,80.55555555555556,1.0357142857009694,0.99673202614363,0.0,0.9985711165720541,0
36,31.316666666666666,0.8472222222222214,0.9111111111111079,0.8500000000001364,0.99673202614363,0.03607250248126464,1.004259600346947,86.11111111111111,1.1071428571286226,1.0718954248364254,0.0,0.9980115813771469,0
37,32.227777777777774,0.9111111111111079,0.9222222222222243,0.8500000000001364,1.0718954248364254,0.035282716525064116,0.9822719345578738,83.33333333333333,1.071428571414796,1.0849673202612662,0.0,0.9960552208613951,0
38,33.15,0.9222222222222243,0.8833333333333329,0.8500000000001364,1.0849673202612662,0.0363189536956426,1.0111208098841777,83.33333333333333,1.071428571414796,1.0392156862743425,0.0,0.997359470671221,0
39,34.03333333333333,0.8833333333333329,0.8888888888888928,0.8500000000001364,1.0392156862743425,0.03642453166867096,1.0140601039643147,77.77777777777777,0.9999999999871428,1.045751633986765,0.0,0.999023205076391,0
40,34.922222222222224,0.8888888888888928,0.875,0.8500000000001364,1.045751633986765,0.03521450679471397,0.9803729735258025,75.0,0.9642857142733163,1.029411764705717,0.0,0.9969409006246537,0
41,35.797222222222224,0.875,0.8555555555555543,0.8500000000001364,1.029411764705717,0.03509130850145789,0.9769431291779358,77.77777777777777,0.9999999999871428,1.0065359477122553,0.0,0.9973667185234889,0
42,36.65277777777778,0.8555555555555543,0.87777777777778,0.8500000000001364,1.0065359477122553,0.03627452738997481,1.0098839801411348,77.77777777777777,0.9999999999871428,1.0326797385619284,0.0,0.9987176030004603,0
43,37.53055555555556,0.87777777777778,0.9249999999999972,0.8500000000001364,1.0326797385619284,0.03678581163596851,1.0241181495839673,83.33333333333333,1.071428571414796,1.088235294117469,0.0,0.997885701394938,0
44,38.455555555555556,0.9249999999999972,0.8944444444444457,0.8500000000001364,1.088235294117469,0.03536154491514939,0.9844665194099822,80.55555555555556,1.0357142857009694,1.052287581699179,0.0,0.998165113138661,0
45,39.35,0.8944444444444457,0.86944444444444,0.8500000000001364,1.052287581699179,0.03601043158126055,1.0025315445442298,80.55555555555556,1.0357142857009694,1.0228758169932948,0.0,0.9988565722639031,0
46,40.21944444444444,0.86944444444444,0.8861111111111128,0.8500000000001364,1.0228758169932948,0.03293833384577021,0.9170042472442249,75.0,0.9642857142733163,1.0424836601305536,0.0,0.9943071995175667,0
47,41.105555555555554,0.8861111111111128,0.8416666666666686,0.8500000000001364,1.0424836601305536,0.03442774823600665,0.9584695905778822,41.666666666666664,0.535714285707398,0.9901960784312158,0.0,0.9955725802098874,0
48,41.94722222222222,0.8416666666666686,0.8361111111111086,0.8500000000001364,0.9901960784312158,0.03712425820368372,1.0335405126431703,86.11111111111111,1.1071428571286226,0.9836601307187934,0.0,0.997128917914771,0
49,42.78333333333333,0.8361111111111086,0.875,0.8500000000001364,0.9836601307187934,0.03362125400679423,0.9360167659441697,72.22222222222223,0.9285714285594899,1.029411764705717,0.0,0.9914084293894023,0
